disturbed?,coastal?,classification,population,ID,leaf_weight_g,leaf_area,lflength,SLA,avg_fruit_length,plant_height,# flowers,# fruits,reproductive_effort,E_cicutarium,E_brachycarpum,E. malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass ,forb,shrub,total,soil_wet_weight,soil_dry_weight,soil_water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S
undisturbed,inland,reserve - grassland,Lindcove,Lind5,0.00275,92.1,33.1,33490.90909,3.9,5.7,0,1,1,0.05,0.05,0.00,0.00,0.00,0.05,0.10,0.60,0.00,0.00,0.70,432.16,408.18,23.98,1.7,63.4,12.2,8.6,6.8,89.3,782.1,4637.0,34.3,,0.9,30.9,0.7,20.8,74.9,3.0,0.5,1.2
disturbed,inland,reserve - grassland,Lindcove,Lind6,0.00095,33.9,10.7,35684.21053,3.7,5.1,0,1,1,0.05,0.05,0.00,0.00,0.00,0.05,0.10,0.00,0.40,0.00,0.50,176.78,176.19,0.59,1.9,67.4,18.9,8.4,6.5,55.9,239.0,1560.0,17.0,6.9,0.8,10.8,1.3,18.2,72.2,7.5,0.7,8.8
disturbed,inland,reserve - grassland,Lindcove,Lind7,0.00213,65.4,17.9,30704.22535,4,6.5,2,1,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.40,0.00,0.50,141.43,141.19,0.24,1.7,63.8,16.0,10.5,6.6,144.6,278.1,1644.0,87.4,,0.7,12.0,3.1,19.1,68.6,6.0,3.2,7.3
disturbed,inland,reserve - grassland,Lindcove,Lind8,0.00233,59.2,21.4,25407.72532,3.6,3.6,2,1,3,0.20,0.05,0.00,0.00,0.00,0.05,0.25,0.20,0.20,0.00,0.65,237.1,210.86,26.24,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Lindcove,Lind9,0.00163,65.9,23.2,40429.44785,3.3,5.4,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.00,0.30,128.09,128.5,0,2.0,69.0,10.1,16.9,6.5,391.1,145.6,1142.0,27.0,7.0,0.6,8.7,11.5,13.8,65.8,7.5,1.4,6.1
disturbed,inland,reserve - desert,Lokern,Lok1,0.00257,83.8,26.9,32607.00389,2.8,6.6,1,3,4,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.20,0.10,0.00,0.90,270.83,,270.83,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Lokern,Lok10,,162.4,30.4,,2.8,4.5,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.75,0.00,0.90,255.92,253.83,2.09,1.7,64.6,34.0,16.0,7.3,401.5,126.0,1358.0,39.9,,0.0,9.0,11.4,11.5,75.2,0.0,1.9,6.6
undisturbed,inland,reserve - desert,Lokern,Lok11,0.0119,267.8,55.9,22504.20168,3.866666667,7.8,25,6,31,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.00,0.80,381.55,379.79,1.76,0.7,43.2,44.9,20.4,7.1,285.7,104.9,1034.0,28.9,,0.0,6.9,10.6,12.5,75.0,0.0,1.8,8.9
undisturbed,inland,reserve - desert,Lokern,Lok12,0.00363,109.7,36.5,30220.38567,3.6,6.1,3,3,6,0.80,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.20,0.00,1.00,266.8,259.67,7.13,1.6,62.0,36.1,16.7,7.5,367.4,123.1,1808.0,18.7,,0.0,11.1,8.5,9.2,81.6,0.0,0.7,8.2
undisturbed,inland,reserve - desert,Lokern,Lok13,0.01897,396.9,65.8,20922.50923,3.9,13.1,21,20,41,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.60,0.00,0.90,246.97,245.65,1.32,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Lokern,Lok14,0.00229,41.3,22.2,18034.9345,3.4,3.6,1,1,2,0.00,0.00,0.00,0.00,0.30,0.30,0.30,0.00,0.40,0.00,0.70,258.18,255.82,2.36,1.2,54.0,28.0,12.0,7.2,344.2,135.2,1709.0,23.1,,0.0,10.6,8.3,10.5,80.3,0.0,0.9,6.7
undisturbed,inland,reserve - desert,Lokern,Lok15,0.01048,351.4,47.5,33530.53435,3.533333333,12.5,20,18,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.90,294.22,291.1,3.12,1.3,56.2,44.4,16.0,7.8,503.3,156.2,3321.0,33.5,,0.0,19.3,6.7,6.7,85.9,0.0,0.8,15.4
undisturbed,inland,reserve - desert,Lokern,Lok16,0.003,105.9,36.0,35300,3.8,4.1,1,2,3,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.40,0.00,1.00,234.12,231.43,2.69,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Lokern,Lok17,0.01084,212.1,48.2,19566.42066,3.6,8,11,6,17,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.60,0.00,1.00,251.4,247.7,3.7,1.4,58.0,28.1,12.4,7.9,312.4,148.3,2179.0,28.0,,0.0,13.0,6.1,9.4,83.6,0.0,0.9,3.3
undisturbed,inland,reserve - desert,Lokern,Lok18,0.00878,167.6,31.6,19088.83827,3.8,7.8,14,10,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,256.09,255.5,0.59,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Lokern,Lok19,0.00912,249.3,58.9,27335.52632,3.433333333,11.2,6,6,12,0.50,0.00,0.00,0.00,0.20,0.20,0.70,0.00,0.30,0.00,1.00,296.12,292.13,3.99,1.5,60.4,40.9,18.4,7.4,461.8,135.7,1158.0,19.5,,0.0,8.2,14.5,13.7,70.8,0.0,1.0,7.6
undisturbed,inland,reserve - desert,Lokern,Lok2,0.01527,359,71.2,23510.15062,3.666666667,7,10,4,14,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.40,0.00,0.90,346.28,341.94,4.34,1.3,55.4,58.3,10.3,8.0,312.0,121.5,2019.0,17.5,,0.0,11.9,6.7,8.4,84.3,0.0,0.6,5.8
disturbed,inland,reserve - desert,Lokern,Lok20,0.0003,12.9,6.9,43000,,2.3,1,1,2,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.60,314.78,311.91,2.87,1.2,54.4,40.8,16.2,7.4,332.8,156.2,1477.0,21.0,,0.0,9.6,8.9,13.4,76.8,0.0,0.9,3.0
disturbed,inland,reserve - desert,Lokern,Lok3,0.00461,103.9,29.3,22537.96095,2.966666667,3.4,2,3,5,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.80,0.00,0.90,328.72,325.47,3.25,1.4,57.6,38.0,20.0,8.0,347.9,144.0,1543.0,19.1,,0.0,9.9,9.0,12.0,78.1,0.0,0.8,9.0
disturbed,inland,reserve - desert,Lokern,Lok4,0.01017,172,40.3,16912.48771,2.95,4,8,3,11,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.75,0.00,0.85,293.26,290.61,2.65,1.2,54.6,98.1,12.0,7.4,346.4,141.1,1322.0,22.6,,0.0,8.7,10.1,13.3,75.5,0.0,1.1,5.7
undisturbed,inland,reserve - desert,Lokern,Lok5,0.02721,556.9,62.6,20466.74017,3.7,14.7,16,14,30,0.60,0.00,0.00,0.00,0.30,0.30,0.90,0.10,0.00,0.00,1.00,255.67,252.16,3.51,2.3,75.2,110.3,22.9,7.6,320.3,232.2,2344.0,21.9,,0.0,14.5,5.6,13.2,80.6,0.0,0.7,16.8
undisturbed,inland,reserve - desert,Lokern,Lok6,0.02217,503.1,73.3,22692.82815,3.766666667,16.9,29,22,51,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.90,0.00,1.00,213.32,210.83,2.49,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Lokern,Lok7,0.03105,559.8,102.0,18028.98551,4,10.7,37,20,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.20,225.04,221.98,3.06,1.6,62.6,34.0,27.0,7.9,544.3,187.1,1775.0,19.4,,0.0,11.9,11.7,13.0,74.6,0.0,0.7,13.4
undisturbed,inland,reserve - desert,Lokern,Lok8,0.01925,588.6,72.8,30576.62338,3.4,10.9,18,14,32,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.70,0.00,1.00,282.46,278.33,4.13,1.4,58.0,44.0,18.5,7.9,414.6,137.0,1796.0,20.9,,0.0,11.2,9.4,10.0,79.7,0.0,0.8,7.9
undisturbed,inland,reserve - desert,Lokern,Lok9,0.00586,136.1,41.2,23225.25597,3.266666667,4.5,4,4,8,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.60,0.00,1.00,326.42,322.23,4.19,1.2,54.6,47.0,22.0,6.9,321.9,133.4,1345.0,18.2,,0.1,8.8,9.3,12.4,75.9,1.5,0.9,6.3
undisturbed,coastal,roadside,Los Vilos,LV1,0.01122,133.262,,11877.1836,2.90,6.00,2,12,14,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.20,0.00,0.50,182,,,1.4,57.4,16.4,20.4,7.9,651.5,645.5,1059.0,43.7,,0.0,12.4,13.4,42.6,42.4,0.0,1.5,9.0
undisturbed,coastal,roadside,Los Vilos,LV10,0.00986,99.82,,10123.73225,3.20,4.50,1,3,4,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.20,0.00,0.00,0.50,333,,,1.7,64.8,11.0,8.0,7.6,117.2,282.1,931.7,82.5,,0.0,7.6,3.9,30.4,61.0,0.0,4.7,5.4
disturbed,coastal,roadside,Los Vilos,LV11,0.00206,25.284,,12273.78641,2.40,2.50,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.60,235,,,1.8,66.4,24.9,20.2,7.4,156.8,619.7,1894.0,40.3,,0.0,15.1,2.7,33.7,62.5,0.0,1.2,6.2
disturbed,coastal,roadside,Los Vilos,LV12,0.00378,43.751,,11574.33862,2.40,3.90,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,291,,,1.4,58.0,2.7,4.0,7.7,97.4,401.1,1441.0,42.0,,0.0,10.9,2.3,30.2,65.8,0.0,1.7,8.3
disturbed,coastal,roadside,Los Vilos,LV13,0.00766,170.996,,22323.2376,2.50,7.60,2,4,6,0.10,0.00,0.00,0.00,0.20,0.20,0.30,0.00,0.10,0.00,0.40,105,,,1.2,54.4,2.6,2.6,8.2,69.9,268.0,1284.0,41.9,,0.0,9.0,2.0,24.6,71.4,0.0,2.0,8.1
disturbed,coastal,roadside,Los Vilos,LV14,0.00376,40.542,,10782.44681,3.40,4.40,1,5,6,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.10,0.00,0.35,265,,,1.1,51.4,0.7,10.6,7.8,70.7,51.1,2259.0,24.4,,0.0,12.0,1.5,3.5,94.1,0.0,0.9,8.4
disturbed,coastal,roadside,Los Vilos,LV15,0.01209,131.926,,10911.99338,2.90,4.40,7,10,17,0.35,0.00,0.00,0.00,0.10,0.10,0.45,0.10,0.00,0.00,0.55,213,,,2.5,79.6,24.7,12.1,7.3,145.0,89.0,2110.0,13.0,,0.0,11.7,3.2,6.3,90.1,0.0,0.5,4.0
undisturbed,coastal,roadside,Los Vilos,LV2,0.00958,88.737,,9262.734864,3.50,2.50,3,6,9,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,381,,,1.0,50.8,2.2,14.0,8.4,397.6,410.9,1083.0,19.2,,0.0,9.9,10.3,34.2,54.7,0.0,0.8,9.2
undisturbed,coastal,roadside,Los Vilos,LV3,,,,,2.57,4%,1,4,5,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,186,,,0.9,48.8,4.4,8.7,8.1,178.0,911.6,1441.0,20.9,,0.0,15.2,3.0,49.2,47.2,0.0,0.6,3.3
disturbed,coastal,roadside,Los Vilos,LV4,0.01347,178.188,,13228.5078,2.80,4.00,4,2,6,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.05,0.00,0.00,0.45,305,,,0.7,43.4,0.8,20.0,7.9,139.8,968.7,1232.0,37.3,,0.0,14.6,2.4,54.4,42.0,0.0,1.1,6.2
disturbed,coastal,roadside,Los Vilos,LV5,0.00395,53.205,,13469.62025,3.30,4.60,0,2,2,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.35,0.00,0.00,0.60,249,,,1.4,57.0,4.4,12.6,7.7,140.5,392.7,1976.0,8.3,,0.0,13.5,2.7,23.9,73.1,0.0,0.3,5.8
disturbed,coastal,roadside,Los Vilos,LV6,0.00358,44.581,,12452.7933,3.35,5.30,4,6,10,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.05,0.00,0.35,305,,,1.2,53.8,4.6,12.0,7.8,149.1,94.3,534.2,2.6,,0.0,3.8,9.9,20.2,69.5,0.0,0.3,2.2
undisturbed,coastal,roadside,Los Vilos,LV7,0.003,52.022,,17340.66667,3.25,3.70,4,2,6,0.05,0.00,0.00,0.00,0.05,0.05,0.10,0.00,0.90,0.00,1.00,196,,,2.7,83.0,20.0,12.0,8.0,26.8,55.6,411.8,7.6,,0.0,2.6,2.6,17.5,78.6,0.0,1.3,3.8
undisturbed,coastal,roadside,Los Vilos,LV8,0.00956,71.878,,7518.619247,2.60,3.70,3,2,5,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.45,0.05,0.00,1.00,245,,,2.5,80.8,4.3,16.6,7.8,33.1,97.1,625.0,11.0,,0.0,4.0,2.1,19.7,77.0,0.0,1.2,5.7
undisturbed,coastal,roadside,Los Vilos,LV9,0.00223,30.065,,13482.06278,2.80,2.70,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.90,0.00,0.00,1.00,231,???,,2.2,73.4,2.7,12.2,7.7,38.2,120.6,439.1,39.5,,0.0,3.5,2.8,28.7,63.5,0.0,5.0,6.9
undisturbed,inland,reserve - grassland,McL seep,McL S1,0.00266,47.3,13.0,17781.95489,3.3,2.7,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.30,181.43,176.2,5.23,3.0,89.8,20.1,18.4,7.6,148.9,492.5,3496.0,15.8,,0.0,21.9,1.7,18.5,79.5,0.0,0.3,6.1
undisturbed,inland,reserve - grassland,McL seep,McL S10,0.004,66.1,21.0,16525,3.5,3.3,2,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,McL seep,McL S11,0.00145,38.1,13.6,26275.86207,3.2,3.7,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.30,40.81,38.14,2.67,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,McL seep,McL S12,0.00323,59,20.4,18266.25387,3.7,3.4,2,1,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.10,209.32,202.07,7.25,3.3,95.6,8.6,4.7,8.0,152.7,431.2,3869.0,21.2,,0.0,23.3,1.7,15.2,82.7,0.0,0.4,8.9
undisturbed,inland,reserve - grassland,McL seep,McL S13,0.01077,164.3,41.9,15255.3389,3.5,8,8,4,12,0.80,0.00,0.00,0.00,0.00,0.00,0.80,0.05,0.05,0.00,0.90,221.36,208.31,13.05,4.2,114.2,10.6,10.8,7.9,297.2,536.4,5764.0,22.7,,0.0,34.0,2.2,13.0,84.5,0.0,0.3,3.5
undisturbed,inland,reserve - grassland,McL seep,McL S14,0.00229,55.7,19.5,24323.1441,3.2,2.4,1,2,3,0.80,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.10,0.00,0.90,123.11,108.53,14.58,6.3,155.6,20.2,22.1,7.6,249.9,337.3,4772.0,19.7,,0.0,27.3,2.3,10.2,87.2,0.0,0.3,8.1
undisturbed,inland,reserve - grassland,McL seep,McL S15,0.00177,42.7,15.3,24124.29379,2.7,5,1,2,3,0.70,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.30,0.00,1.00,219.91,191.92,27.99,4.8,126.0,12.4,10.6,7.6,322.6,569.8,6391.0,53.2,,0.0,37.6,2.2,12.5,84.7,0.0,0.6,9.9
undisturbed,inland,reserve - grassland,McL seep,McL S16,0.00301,47.8,20.1,15880.39867,3.9,4.3,4,2,6,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.00,0.00,0.13,187.12,179.61,7.51,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,McL seep,McL S17,0.00146,30.7,12.4,21027.39726,3.6,3.3,0,2,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.20,111.98,112.52,0,4.1,112.4,32.5,16.0,7.7,179.9,395.8,5366.0,20.2,,0.0,30.6,1.5,10.6,87.6,0.0,0.3,4.4
disturbed,inland,reserve - grassland,McL seep,McL S18,0.00215,34,15.5,15813.95349,,3.8,1,1,2,0.75,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.05,0.00,0.80,46.14,44.81,1.33,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,McL seep,McL S19,0.00171,43.9,20.6,25672.51462,3.1,4.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234.97,208.37,26.6,3.4,98.4,26.1,10.0,7.7,237.7,606.4,6090.0,22.8,,0.0,36.1,1.7,13.8,84.2,0.0,0.3,7.1
disturbed,inland,reserve - grassland,McL seep,McL S2,0.02548,430.9,47.7,16911.30298,3.966666667,10.2,32,10,42,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.25,330.78,300.46,30.32,2.3,76.6,20.9,6.8,7.9,463.4,616.4,5759.0,29.5,,0.0,35.1,3.4,14.4,81.8,0.0,0.4,4.8
undisturbed,inland,reserve - grassland,McL seep,McL S20,0.00188,49.8,16.4,26489.3617,3,4.1,1,1,2,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10,0.00,0.60,275.25,255.32,19.93,19.4,417.8,20.3,10.5,7.8,184.2,525.2,5686.0,27.0,,0.0,33.3,1.4,13.0,85.3,0.0,0.4,10.7
disturbed,inland,reserve - grassland,McL seep,McL S3,0.00135,35.2,18.1,26074.07407,3,3.9,0,1,1,0.70,0.00,0.00,0.00,0.00,0.00,0.70,0.05,0.00,0.00,0.75,141.3,127.16,14.14,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,McL seep,McL S4,0.00131,35.5,11.0,27099.23664,3.4,2.3,1,1,2,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.00,0.00,0.35,111.9,101.41,10.49,4.2,114.2,18.6,20.5,7.7,301.2,320.0,3326.0,17.9,,0.0,20.1,3.8,13.1,82.7,0.0,0.4,5.2
disturbed,inland,reserve - grassland,McL seep,McL S5,0.00814,124,35.2,15233.41523,3.5,7.2,4,3,7,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.30,0.00,0.90,248.14,220.18,27.96,3.3,95.2,26.6,14.6,7.6,227.0,277.4,2569.0,71.7,,0.0,16.0,3.6,14.3,80.2,0.0,2.0,8.5
disturbed,inland,reserve - grassland,McL seep,McL S6,0.00133,30.6,10.7,23007.5188,3.1,3.1,1,1,2,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.05,0.00,0.00,0.45,159.5,149.95,9.55,3.7,104.4,30.6,20.0,7.7,243.2,467.1,4311.0,27.8,,0.0,26.1,2.4,14.7,82.4,0.0,0.5,9.8
disturbed,inland,reserve - grassland,McL seep,McL S7,0.01114,213.6,42.0,19174.14722,3.6,7.6,8,2,10,0.50,0.00,0.00,0.05,0.00,0.05,0.55,0.40,0.00,0.00,0.95,230.41,201.6,28.81,5.0,130.4,10.3,12.6,7.5,181.8,243.7,2661.0,37.7,,0.0,15.9,2.9,12.6,83.5,0.0,1.0,8.0
disturbed,inland,reserve - grassland,McL seep,McL S8,0.00294,74.8,22.5,25442.17687,3.5,4.5,1,1,2,0.80,0.00,0.00,0.00,0.00,0.00,0.80,0.03,0.05,0.00,0.88,149.01,130.71,18.3,1.9,68.6,20.3,14.2,7.8,238.8,569.1,5132.0,24.1,,0.0,31.0,2.0,15.1,82.6,0.0,0.3,4.0
disturbed,inland,reserve - grassland,McL seep,McL S9,0.00125,31.6,11.6,25280,3.1,3.2,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,0.00,0.25,119.94,118.17,1.77,3.4,97.4,20.0,22.0,7.8,117.2,344.7,4119.0,23.6,,0.0,23.8,1.3,11.9,86.4,0.0,0.4,6.2
disturbed,inland,reserve - desert,Motte,Motte1,0.00389,84.6,32.7,21748.07198,3.1,5.6,2,1,3,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.20,0.00,0.50,296.56,291.95,4.61,1.9,67.0,74.9,26.8,6.8,359.7,98.8,1574.0,16.1,,0.3,10.0,9.2,8.2,78.9,3.0,0.7,4.5
undisturbed,inland,reserve - desert,Motte,Motte10,0.00234,51.2,19.9,21880.34188,3.3,3.3,1,1,2,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.20,0.00,0.70,208.89,204.84,4.05,1.2,53.4,60.8,52.1,6.9,467.3,77.5,1068.0,10.0,,0.1,7.3,16.3,8.7,72.9,1.5,0.6,2.5
disturbed,inland,reserve - desert,Motte,Motte11,0.00224,48.8,19.4,21785.71429,2.9,2.6,0,1,1,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.40,0.10,0.00,1.00,219.55,217.76,1.79,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Motte,Motte12,0.00198,44,19.2,22222.22222,2.6,4.2,1,1,2,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.70,239.63,237.71,1.92,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Motte,Motte2,0.00144,25.4,12.6,17638.88889,2.9,1.2,2,1,3,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.15,0.00,0.35,255.59,253.52,2.07,1.9,68.4,80.0,38.1,6.8,269.4,66.2,1124.0,26.8,,0.2,7.2,9.6,7.6,78.2,3.0,1.6,1.8
undisturbed,inland,reserve - desert,Motte,Motte3,0.00159,27.4,14.0,17232.7044,3.2,1.6,0,1,1,0.35,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.15,0.00,0.50,217.02,216.68,0.34,1.7,63.2,132.5,60.8,6.6,193.7,33.3,498.8,29.9,,0.2,3.6,13.7,7.6,69.1,6.0,3.6,5.0
undisturbed,inland,reserve - desert,Motte,Motte4,0.00239,42.1,17.1,17615.06276,3.1,2.3,1,1,2,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.00,0.60,211.36,210.56,0.8,1.8,65.0,82.6,28.8,6.8,198.1,44.3,594.6,17.3,,0.1,4.0,12.6,9.0,73.6,3.0,1.9,1.3
undisturbed,inland,reserve - desert,Motte,Motte5,0.00209,46.8,19.1,22392.3445,3,2.9,1,1,2,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.00,0.60,216.58,215.93,0.65,1.7,63.0,56.3,30.6,7.1,316.6,95.6,1201.0,15.4,,0.0,7.7,10.6,10.3,78.3,0.0,0.9,6.1
disturbed,inland,reserve - desert,Motte,Motte6,0.00171,46.1,19.9,26959.06433,3.3,4.5,1,1,2,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.50,0.10,0.00,0.80,230.71,229.52,1.19,2.1,71.2,100.8,44.4,7.1,313.8,89.8,1327.0,15.8,,0.0,8.2,9.8,9.0,80.4,0.0,0.8,2.9
disturbed,inland,reserve - desert,Motte,Motte7,0.00247,31.4,14.0,12712.55061,2.9,2.3,1,1,2,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.30,0.15,0.00,0.70,221.15,218.96,2.19,2.3,76.2,38.1,60.6,6.6,222.9,106.6,1348.0,13.3,,0.5,8.8,6.5,10.0,76.8,6.0,0.7,4.6
disturbed,inland,reserve - desert,Motte,Motte8,0.00243,40.6,17.1,16707.81893,2.9,2.6,1,1,2,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.20,0.00,0.60,242.91,241.13,1.78,1.9,68.6,48.6,40.9,6.4,232.8,80.3,1205.0,13.0,6.9,0.7,8.1,7.4,8.2,74.7,9.0,0.7,3.4
undisturbed,inland,reserve - desert,Motte,Motte9,0.00264,45,15.5,17045.45455,2.4,2.2,0,1,1,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.30,0.00,0.50,245.39,244.07,1.32,1.9,67.4,58.1,48.0,6.7,317.1,88.3,1118.0,10.0,,0.3,7.5,10.8,9.7,74.4,4.5,0.6,2.8
undisturbed,coastal,roadside,Mantagua,Mt1,0.00121,24.376,,20145.45455,2.25,2.60,1,4,5,0.35,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.05,0.00,0.40,284,255,29,3.8,106.6,0.6,8.2,7.8,169.0,114.7,657.9,75.3,,0.0,5.0,8.7,18.9,65.8,0.0,6.6,10.8
undisturbed,coastal,roadside,Mantagua,Mt10,0.00275,38.941,,14160.36364,3.40,2.40,1,2,3,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.25,235,219,16,2.3,76.4,2.2,4.4,8.2,298.8,244.2,1284.0,61.0,,0.0,9.4,8.1,21.3,67.8,0.0,2.8,8.9
disturbed,coastal,roadside,Mantagua,Mt11,0.00163,28.96,,17766.87117,,3.30,1,1,2,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.10,0.00,0.25,220,204,16,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Mantagua,Mt12,0.004,83.467,,20866.75,2.75,4.00,2,9,11,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.05,0.15,0.00,0.40,218,201,17,4.1,111.0,4.9,6.6,7.8,425.9,229.4,1312.0,79.8,,0.0,9.9,11.0,19.1,66.3,0.0,3.5,12.6
disturbed,coastal,roadside,Mantagua,Mt13,0.00164,42.302,,25793.90244,2.33,4.20,3,4,7,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.60,0.00,0.75,226,212,14,,,,,,,,,,,,,,,,,,
disturbed,coastal,roadside,Mantagua,Mt14,0.00351,66.079,,18825.92593,2.60,3.40,0,2,2,0.05,0.00,0.00,0.00,0.15,0.15,0.20,0.15,0.05,0.00,0.40,253,229,24,2.4,77.6,4.9,0.1,8.1,106.3,59.8,410.1,21.4,,0.0,2.9,9.4,16.9,70.5,0.0,3.2,2.2
undisturbed,coastal,roadside,Mantagua,Mt15,0.00302,50.731,,16798.34437,2.47,3.10,4,5,9,0.30,0.00,0.00,0.00,0.10,0.10,0.40,0.05,0.05,0.00,0.50,161,148,13,5.3,135.8,24.1,0.0,6.3,115.2,95.0,604.4,23.6,7.0,0.5,4.7,6.3,16.7,64.4,10.5,2.2,5.2
disturbed,coastal,roadside,Mantagua,Mt16,0.00693,112.48,,16230.88023,3.10,4.00,6,5,11,0.20,0.00,0.00,0.00,0.10,0.10,0.30,0.00,0.10,0.00,0.40,259,236,23,4.9,128.6,16.5,8.0,6.1,217.8,89.4,547.0,37.3,7.0,0.7,4.9,11.4,15.1,56.1,14.0,3.3,4.8
